,_id,content,from,url,zhuti
0,584e4e982face0273c7545cf,"[鼻息肉, 鼻息肉, 鼻子, 鼻子, 鼻窦, 骨头, 黏膜, 鼻息肉, 鼻腔, 鼻窦, 肿物, 淡红色, 灰白色, 肉眼, 荔枝, 肉, 半透明, 不太会, 会长, 鼻息肉, 鼻息肉, 鼻腔, 局部, 炎症, 鼻炎, 鼻息肉, 鼻息肉, 鼻塞, 息肉, 鼻塞, 鼻塞, 鼻涕, 嗅觉, 鼻音, 耳朵, 水, 鼻, 头痛, 坏死性, 息肉, 鼻出血, 息肉, 体积, 息肉, 诊室, 鼻孔, 息肉, 鼻息肉, 鼻子, 畸形, 鼻背, 鼻翼, 鼻子, 鼻息肉, 鼻炎, 鼻窦炎, 鼻炎, 鼻窦炎, 炎症, 鼻炎, 毛病, 鼻腔, 鼻窦炎, 鼻腔, 鼻窦, 鼻息肉, 鼻腔, 鼻窦, 里长, 鼻窦炎, 鼻炎, 间会, 鼻息肉, 鼻息肉, 过敏性, 鼻炎, 过敏性, 鼻炎, 鼻息肉, 一家人, 鼻息肉, 鼻息肉, 癌症, 鼻息肉, 鼻炎, 鼻腔, 粘膜, 鼻炎, 鼻息肉, 恶性, 鼻腔, 鼻窦, 肿物, 鼻塞, 鼻息肉, 恶性, 肿物, 鼻粘膜, 交界处, 黏膜, ...]",丁香园,/faq/5387,鼻息肉
0,584e4e992face0273c7545d0,"[鼻咽癌, 鼻咽癌, 鼻咽癌, 指, 鼻咽, 部, 粘膜, 鼻咽, 隐窝, 壁, 肿瘤, 头颈部, 肿瘤, 高发区, 鼻咽癌, 鳞癌, 鼻咽, 部, 病灶, 结节, 溃疡, 粘膜, 鼻咽, 部, 淋巴, 鼻咽癌, 淋巴结, 脑神经, 机体, 鼻咽癌, 危害, 鼻咽癌, 鼻咽, 局部, 机械性, 鼻孔, 咽腔, 鼻塞, 咽腔, 肿瘤, 咽鼓管, 咽口, 中耳, 通气, 听力, 鼻咽, 部, 眼眶, 鼻咽癌, 脑神经, 骨质, 鼻咽癌, 眼眶, 眼球, 神经, 视力, 障碍, 视野, 眼球, 运动障碍, 鼻咽癌, 咽旁间隙, 颈部, 血管, 神经, 鼻咽癌, 淋巴, 颈部, 颈部, 淋巴结, 肺, 肝, 器官, 鼻咽癌, 恶病质, 鼻咽癌, 鼻咽癌, 鼻部, 鼻塞, 耳部, 耳, 听力, 淋巴结, 颈部, 肿块, 脑神经, 偏头痛, 睑下垂, 视力, 声嘶, 胸痛, 痰, 肝区, 疼痛, 骨痛, 鼻咽癌, 鼻咽癌, 典型, 鼻咽癌, 鼻涕, ...]",丁香园,/faq/2266,鼻咽癌
0,584e4e9a2face0273c7545d1,"[鼻出血, 鼻出血, 鼻出血, 耳鼻喉科, 急症, 指, 血液, 鼻腔, 流, 鼻出血, 出血量, 轻者, 鼻涕, 中带, 血, 重者, 血压, 贫血, 鼻出血, 病, 鼻出血, 鼻出血, 鼻腔, 鼻窦, 鼻腔, 颅骨, 空腔, 血液病, 局部, 单侧, 鼻出血, 鼻出血, 出血量, 轻者, 血, 鼻孔, 年龄, 中重度, 高血压, 血液, 系统疾病, 贫血, 白血病, 鼻出血, 头, 鼻部, 医源性, 鼻, 鼻窦, 肿瘤, 鼻咽, 鼻, 肿瘤, 小视, 鼻出血, 鼻出血, 鼻腔, 鼻窦, 局部, 鼻窦, 外伤, 医源性, 鼻骨, 鼻中隔, 鼻窦, 骨折, 鼻窦, 气压, 鼻窦, 鼻, 插管, 鼻腔, 异物, 鼻粘膜, 血管, 鼻腔, 鼻窦炎, 鼻腔, 鼻窦, 粘膜, 血管, 鼻中隔, 鼻中隔, 偏曲, 鼻中隔, 溃疡, 穿孔, 肿瘤, 鼻腔, 鼻窦, 鼻咽, 鼻, 鼻腔, 鼻出血, 气候, 气候, 鼻粘膜, 鼻出血, 血压, 血液, ...]",丁香园,/faq/6254,鼻出血
0,584e4e9b2face0273c7545d2,"[鼻中隔, 偏曲, 鼻中隔, 偏曲, 鼻中隔, 鼻腔, 软骨, 支架, 表面, 粘膜, 鼻中隔, 偏向, 鼻中隔, 偏向, 局部, 状态, 生理性, 鼻中隔, 偏曲, 鼻腔, 时, 病理性, 鼻中隔, 偏曲, 鼻中隔, 偏曲, 鼻塞, 鼻塞, 偏曲, 单侧, 鼻孔, 感觉, 鼻塞, 形偏曲, 双侧, 鼻塞, 轮流, 鼻塞, 鼻炎, 头痛, 额头, 疼痛, 头晕, 鼻出血, 鼻中隔, 表面, 黏膜, 鼻中隔, 偏曲, 鼻窦, 鼻窦炎, 鼻塞, 嗅觉, 障碍, 鼻中隔, 偏曲, 鼻塞, 鼻中隔, 偏曲, 鼻塞, 偏曲, 单侧, 鼻塞, 形偏曲, 双侧, 鼻塞, 头痛, 非甾体, 抗炎药, 头痛, 流鼻血, 鼻中隔, 凸面, 表面, 黏膜, 气流, 鼻中隔, 偏曲, 鼻窦, 鼻窦炎, 鼻塞, 嗅觉, 障碍, 鼻腔, 通气, 鼻中隔, 曲者, 医疗机构, 鼻中隔, 偏曲, 鼻出血, 鼻中隔, 血管, 外伤, 鼻出血, 鼻中隔, 区, 鼻中隔, 曲者, 部位, ...]",丁香园,/faq/3254,鼻中隔偏曲
0,584e4e9c2face0273c7545d3,"[月经, 月经, 妇科, 月经, 来潮, 原发性, 月经, 继发性, 月经, 生理性, 女性, 女性, 规律, 妇科, 生理性, 病理性, 月经, 月经, 年龄段, 原发性, 原发性, 指, 年龄, 年龄, 月经, 潮, 继发性, 继发性, 指, 月经周期, 月经, 月经周期, 月经, 地位, 下丘脑, 垂体, 卵巢, 轴, 内分泌, 执行命令, 靶, 器官, 内膜, 性激素, 周期性, 生殖道, 环节, 障碍, 下丘脑, 性, 垂体, 性, 卵巢, 性, 性, 生殖道, 性, 下丘脑, 垂体, 卵巢, 轴, 下丘脑, 素, 激素, 垂体, 卵泡, 刺激素, 黄体, 卵泡, 刺激素, 卵泡, 卵泡, 膜, 细胞, 黄体, 泡膜, 细胞, 性激素, 下丘脑, 性, 下丘脑, 性, 下丘脑, 器质性, 功能性, 基因, 器质性, 药物性, 功能性, 下丘脑, 素, 激素, 基因, 器质性, 基因, 性, 基因, 先天性, 器质性, 下丘脑, ...]",丁香园,/faq/4205,闭经
0,584e4e9e2face0273c7545d4,"[计划, 指, 人为, 精子, 卵子, 卵子, 精子, 宫腔, 微, 胚胎, 女性, 男性, 输精管, 阴茎, 避孕套, 女性, 节育器, 避孕药, 输卵管, 结扎术, 射精, 可靠性, 常会, 避孕药, 原理, 避孕药, 原理, 宫颈, 粘液, 精子, 宫腔, 内膜, 输卵管, 精子, 避孕药, 口服, 避孕药, 口服, 避孕药, 避孕药, 有效率, 口服, 避孕药, 激素, 月经, 有效率, 避孕针, 月经, 点滴, 哺乳期, 女性, 有效率, 探亲, 避孕针, 效果, 避孕药, 皮下, 阴道, 避孕环, 贴片, 避孕药, 会长, 皮肤, 服药, 女性, 头晕, 无力, 恶心, 白带, 乳房, 月经, 突破性, 内膜, 大面积, 血量, 经量, 经期, 色素, 服药, 前额, 面部皮肤, 色素, 避孕药, 量, 漏服, 小儿, 误服, 肝炎, 肾炎, 肿瘤, 糖尿病, 血栓性, 心脏病, 高血压, 产后, 哺乳期, 年龄, 女性, 服药, 畸形, ...]",丁香园,/faq/5597,避孕问答
0,584e4e9f2face0273c7545d5,"[性生活, 套套, 精液, 性传播, 风险, 性生活, 风险, 感染性, 病, 口服, 避孕药, 月经周期, 左炔, 避孕药, 服药, 药品, 说明书, 用药, 女性, 避孕药, 性生活, 性病, 风险, 性传播, 艾滋病, 梅毒, 疾控, 艾滋病, 避孕药, 孩子, 避孕药, 房事, 避孕药, 结局, 胚胎, 细胞, 精子, 卵子, 胚胎, 胚胎, 胚胎, 性生活, 避孕药, 责任编辑, 猫, 羯座, 艾滋病, 梅毒, 避孕套, 避孕药, 妇产科]",丁香园,/faq/3340,避孕失败
0,584e4ea02face0273c7545d6,"[蜇伤, 梭鱼, 海鳗, 鲨鱼, 僧帽, 水母, 水母, 海葵, 蜇伤, 毒液, 风干, 蜇伤, 海胆, 蜇伤, 蜇伤, 止痛药, 疼痛, 用药, 过敏史, 用药, 药品, 用药, 用药, 药瓶, 蜇伤, 商定, 时, 蜇伤, 海域, 潜水, 海域, 水母, 海域, 海域, 通告, 习惯, 手指, 洞, 裂缝, 黄貂, 鱼, 光泽, 小孩, 海水, 时, 救生员, 外伤, 时, 脚, 护具, 岩石, 蜇伤, 伤口, 护理, 伤口, 双手, 中性, 肥皂, 清水, 伤口, 伤口, 仔细检查, 伤口, 伤口, 红肿, 脓液, 分泌物, 伤口, 伤口, 绷带, 胳膊, 腿, 局部, 感觉, 发麻, 绷带, 蜇伤, 电话, 邮件, 网络, 蜇伤, 时, 用药, 皮疹, 皮肤痒, 患处, 发麻, 疼痛, 伤口处, 腹股沟, 部位, 肿块, 蜇伤, 时, 急诊科, 语言, 流口水, 肌肉, 患肢, 发麻, ...]",丁香园,/faq/4861,被海洋生物咬伤（诊后须知）
0,584e4ea12face0273c7545d7,"[补钙, 钙, 钙, 离子, 浓度, 骨密度, 女性, 孩子, 钙会, 道理, 妇女, 奶制品, 钙, 营养物质, 骨质, 成年人, 钙, 成年人, 钙, 摄入量, 准妈妈, 哺乳, 妈妈, 量, 钙, 奶类, 居民, 膳食, 钙, 摄入量, 奶类, 深绿色, 蔬菜, 钙, 摄入量, 补钙, 饮食结构, 补钙, 钙片, 消化道, 钙片, 胃, 钙片, 奶类, 奶类, 钙, 钙, 总量, 单位, 吸收率, 钙片, 蔬菜, 钙片, 蔬菜, 果蔬, 钙, 涩味, 蔬菜, 草酸, 草酸, 钙, 菠菜, 韭菜, 苋菜, 番杏, 萝卜缨, 小白菜, 奶白菜, 油菜, 菜薹, 鸡毛, 菜, 芥蓝, 芥菜, 茼蒿, 莴笋, 油麦, 菜, 深绿色, 蔬菜, 含钙, 文, 补钙, 钙, 营养学家, 标题, 链接, 浏览器, 补钙, 生理机制, 骨骼, 男女, 骨骼, 钙, 发挥作用, 性, 跑步, 骨骼, 有益, 补钙, ...]",丁香园,/faq/4293,补钙
0,584e4ea22face0273c7545d8,"[百草, 枯, 百草, 百草, 杂草, 植物, 绿色, 植物, 绿色, 土壤, 土壤, 植物, 根部, 地下茎, 廉价, 百草, 枯, 百草, 枯, 胃肠道, 胃肠, 细胞, 毒害, 血液, 血流, 器官, 心, 脑, 肝, 肺, 器官, 百草, 枯, 百草, 农业, 规范, 小心, 致死率, 百草, 百草, 枯, 百草, 枯水, 母药, 企业, 水剂, 水剂, 用户, 百草, 枯, 百草, 生产商, 百草, 枯, 小心, 百草, 催吐剂, 臭味, 着色剂, 胃肠, 纤维素, 制剂, 海藻, 酸, 根源, 百草, 枯, 中毒事件, 农业, 规范, 百草, 百草, 枯, 百草, 枯, 皮肤, 喷雾, 皮肤, 局限, 皮肤, 毒害, 百草, 枯, 胃肠, 小心, 百草, 枯, 百草, 枯, 百草, 枯, 胃肠道, 浓度, 器官, 百草, 枯, 口腔, 消化道, 口腔, 恶心, ...]",丁香园,/faq/6743,百草枯中毒
0,584e4ea32face0273c7545d9,"[百日咳, 百日咳, 百日咳, 急性, 传染病, 阵发性, 痉挛性, 鸡鸣, 样, 故称, 百日咳, 百日咳, 婴儿, 百日咳, 年龄, 孩子, 百日咳, 传染源, 百日咳, 患儿, 疫苗, 红霉素, 百日咳, 疫苗, 百日咳, 孩子, 百日咳, 疫苗, 百日咳, 疫苗, 成功率, 状态, 疫苗, 效价, 效价, 患儿, 百日咳, 痉挛性, 面色, 潮红, 紫绀, 舌向, 表情, 躯体, 患儿, 眼睑, 浮肿, 结膜, 百日咳, 百日咳, 百日咳, 抗体, 分子生物学, 百日咳, 耗时, 阳性率, 效率, 分子生物学, 百日咳, 价值, 百日咳, 综合征, 百日咳, 样, 百日咳, 病原学, 阴性, 重症, 百日咳, 类, 百日咳, 综合征, 百日咳, 百日咳, 综合征, 患儿, 低氧, 血症, 百日咳, 脑病, 心血管, 百日咳, 百日咳, 红霉素, 心脑, 障碍者, 百日咳, 传染病, 百日咳, 法定, 乙类, 传染病, 百日咳, 飞沫, 菌, 体表, 百日咳, 肺炎, 肺炎, 百日咳, ...]",丁香园,/faq/3284,百日咳
0,584e4ea42face0273c7545da,"[白血病, 白血病, 白血病, 血液, 优势, 白血病, 细胞, 骨髓, 红细胞, 白细胞, 发挥作用, 器官, 白血病, 白血病, 血癌, 骨髓, 白血病, 细胞, 白细胞, 红细胞, 血小板, 器官, 血细胞, 氧气, 白血病, 白血病, 常人, 子女, 先天性, 艾滋病, 免疫性, 红斑狼疮, 强的松, 氢化, 细胞毒, 氨甲喋呤, 白血病, 乙, 双, 吗啉, 放射线, 原子能, 核电站, 汽车产业, 美容业, 染料, 生产业, 装修业, 汽油, 油漆, 染发剂, 化学, 物品, 毒物, 血液病, 骨髓, 综合征, 淋巴瘤, 多发性, 骨髓瘤, 阵发性, 性, 尿, 白血病, 白血病, 白血病, 白血病, 细胞, 表型, 遗传学, 白血病, 白血病, 细胞, 白血病, 细胞, 细胞, 急性, 白血病, 细胞, 幼, 细胞, 白血病, 细胞, 细胞, 发展缓慢, 急性, 白血病, 急性, 淋巴细胞, 白血病, 亚型, 急性, 细胞, 白血病, 亚型, 白血病, 淋巴细胞, 白血病, 细胞, 白血病, ...]",丁香园,/faq/2619,白血病
0,584e4ea62face0273c7545db,"[白细胞, 白细胞, 白细胞, 白血球, 血液, 颜色, 白细胞, 白细胞, 中性, 粒细胞, 单核细胞, 淋巴细胞, 嗜酸, 细胞, 碱, 细胞, 细胞, 中性, 粒细胞, 比例, 白细胞, 军队, 外敌, 白细胞, 细菌, 病毒, 有害物质, 白细胞, 白细胞, 白细胞, 血常规, 化验, 时, 白细胞, 数, 白细胞, 中性, 粒细胞, 淋巴细胞, 嗜酸, 细胞, 碱, 细胞, 中性, 粒细胞, 比例, 白细胞, 中性, 粒细胞, 计数, 粒细胞, 粒细胞, 粒细胞, 白细胞, 主力, 年龄, 成人, 中性, 粒细胞, 计数, 时, 粒细胞, 儿童, 群体, 年龄, 粒细胞, 年龄, 粒细胞, 成人, 儿童, 中性, 粒细胞, 计数, 粒细胞, 粒细胞, 缺乏症, 白细胞, 粒细胞, 时, 抵抗力, 无菌, 病房, 白细胞, 白细胞, 叶酸, 缺铁性, 贫血, 骨髓, 口服, 白细胞, 血液, 脾脏, 脾脏, 时, 脾, 白细胞, 脾脏, 白细胞, 白细胞, 病毒感染, ...]",丁香园,/faq/5733,白细胞减少
0,584e4ea72face0273c7545dc,"[白癜风, 白癜风, 白癜风, 皮肤, 粘膜, 色素, 民族, 世界, 肤色, 肤色, 白癜风, 局限性, 白斑, 边界, 边缘, 色素, 肤色, 皮损, 数目, 相融, 成片, 白斑, 患处, 会长, 白癜风, 白斑, 黑色素, 黑色素, 皮肤, 黑褐色, 色素, 黑素细胞, 储存, 黑色素, 皮肤, 颜色, 黑色素, 色素, 白斑, 白癜风, 白癜风, 黑素细胞, 精神创伤, 神经, 精神, 白癜风, 白癜风, 背景, 白癜风, 基因, 专家, 定位, 白癜风, 亲属, 患病率, 单位, 白癜风, 白癜风, 传染病, 白癜风, 皮肤, 口腔, 外生殖器, 黏膜, 部位, 白斑, 白癜风, 白斑, 色素, 浅白色, 乳白色, 白色, 白色, 白斑, 皮肤, 分界, 白斑, 边缘, 白斑, 颜色, 界, 皮肤, 白斑, 环, 白斑, 白色, 黑白相间, 白癜风, 部位, 部位, 颈部, 腰带, 处, 尾骨, 部, 脚趾, 手指, 女性, 胸罩, 带子, ...]",丁香园,/faq/2054,白癜风
0,584e4ea82face0273c7545dd,"[月牙, 手指, 月牙, 数目, 健康状况, 月牙, 月牙, 甲亢, 甲, 营养状况, 月牙, 月牙, 健康状况, 短时间, 月牙, 身体状况, 指甲, 月牙, 指甲, 白色, 月牙, 形状, 月牙, 学, 甲, 痕, 指甲, 指甲, 通俗, 指甲, 根部, 基地, 外, 指甲, 白色, 指甲, 肉, 淡, 粉色, 月牙, 指甲, 月牙, 月牙形, 指甲, 月牙, 指甲, 弧形, 责任编辑, 海棠, 稿件, 月牙, 指甲, 痕, 甲, 月牙]",丁香园,/faq/3064,白月牙
